year,mileage,engineSize,transmission,model,fuelType,price
2017,21000,1,Manual, Focus,Petrol,11700
2020,10,1.5,Manual, Focus,Petrol,20000
2019,3881,2,Manual, Focus,Diesel,24950
2019,4651,1,Manual, Focus,Petrol,16450
2017,15453,2,Manual, Focus,Petrol,16950
2018,6324,1,Manual, Focus,Petrol,17250
2019,2078,1.5,Manual, Focus,Petrol,16500
2015,46500,2,Manual, Focus,Diesel,11450
2019,7071,1,Manual, Focus,Petrol,16000
2019,14190,1,Automatic, Focus,Petrol,15950
2019,11228,1,Automatic, Focus,Petrol,16300
2019,20,1,Manual, Focus,Petrol,17500
2018,14008,1.5,Manual, Focus,Petrol,17500
2019,2972,1,Manual, Focus,Petrol,17990
2016,17663,2,Manual, Focus,Petrol,17499
2019,5492,1,Manual, Focus,Petrol,17500
2018,10041,1,Manual, Focus,Petrol,11950
2017,8813,2,Manual, Focus,Petrol,18800
2019,1661,1.5,Automatic, Focus,Petrol,22000
2016,23038,1,Manual, Focus,Petrol,11100
2017,29461,1,Manual, Focus,Petrol,10500
2014,30558,1.6,Semi-Auto, Focus,Petrol,8000
2018,15476,1,Manual, Focus,Petrol,13800
2018,3036,1.5,Manual, Focus,Petrol,15000
2018,2571,1,Manual, Focus,Petrol,12700
2019,7000,1,Automatic, Focus,Petrol,16600
2019,6652,1,Manual, Focus,Petrol,15895
2018,18997,1,Manual, Focus,Petrol,11490
2017,13105,2,Manual, Focus,Petrol,18200
2019,6000,1.5,Manual, Focus,Diesel,19300
2018,5053,1.5,Manual, Focus,Diesel,13995
2018,16271,1,Manual, Focus,Petrol,11900
2017,11500,1,Manual, Focus,Petrol,10910
2016,63199,1.5,Manual, Focus,Diesel,8500
2019,7831,1,Manual, Focus,Petrol,18500
2017,33310,1.5,Manual, Focus,Diesel,12000
2019,2332,1,Automatic, Focus,Petrol,19700
2019,50,1,Manual, Focus,Petrol,23996
2016,18503,1.6,Semi-Auto, Focus,Petrol,11300
2019,19924,1.5,Manual, Focus,Diesel,16000
2017,12118,1,Semi-Auto, Focus,Petrol,12500
2019,14132,1,Manual, Focus,Petrol,15400
2014,46602,1.6,Manual, Focus,Petrol,6499
2018,30687,2,Manual, Focus,Petrol,18499
2016,25346,1.5,Semi-Auto, Focus,Diesel,10999
2018,16287,1,Manual, Focus,Petrol,12499
2016,10202,1.5,Automatic, Focus,Petrol,13395
2019,3906,1.5,Automatic, Focus,Petrol,21750
2017,13980,1,Manual, Focus,Petrol,10650
2016,24200,2.3,Manual, Focus,Petrol,24850
2018,32148,1.5,Manual, Focus,Diesel,13490
2019,2065,1,Automatic, Focus,Petrol,17900
2019,6707,1,Manual, Focus,Petrol,17450
2019,9066,1,Manual, Focus,Petrol,16500
2019,9662,1.5,Automatic, Focus,Diesel,18500
2017,17449,2,Manual, Focus,Petrol,17250
2019,7142,2,Automatic, Focus,Diesel,19950
2018,12775,1,Manual, Focus,Petrol,12000
2019,3700,1,Manual, Focus,Petrol,17500
2016,24461,1,Manual, Focus,Petrol,10495
2018,12449,1,Manual, Focus,Petrol,13995
2019,1590,1.5,Automatic, Focus,Diesel,20400
2019,13437,1,Automatic, Focus,Petrol,16650
2019,11157,1,Manual, Focus,Petrol,17350
2018,16706,1,Manual, Focus,Petrol,12250
2017,30120,2,Semi-Auto, Focus,Diesel,16700
2015,29280,2,Manual, Focus,Petrol,12900
2013,47169,1,Manual, Focus,Petrol,6400
2018,13746,2,Manual, Focus,Petrol,19093
2016,51552,1.5,Manual, Focus,Diesel,9250
2019,13895,1,Automatic, Focus,Petrol,17500
2018,11000,1,Manual, Focus,Petrol,13000
2019,3500,2,Manual, Focus,Diesel,26995
2017,10028,1,Semi-Auto, Focus,Petrol,13000
2017,8593,1,Semi-Auto, Focus,Petrol,12500
2019,3897,1,Manual, Focus,Petrol,19800
2017,3038,1,Semi-Auto, Focus,Petrol,13250
2017,31603,2,Manual, Focus,Petrol,18000
2020,1550,1,Manual, Focus,Petrol,17490
2020,1421,1,Manual, Focus,Petrol,18490
2020,877,1,Manual, Focus,Petrol,19490
2014,45153,1,Manual, Focus,Petrol,7490
2018,30000,1,Manual, Focus,Petrol,13990
2017,9728,1,Automatic, Focus,Petrol,13300
2016,10266,1,Automatic, Focus,Petrol,11400
2017,7560,1,Semi-Auto, Focus,Petrol,11900
2017,30801,2,Manual, Focus,Diesel,15500
2018,9247,1,Manual, Focus,Petrol,15000
2016,6474,1,Semi-Auto, Focus,Petrol,11500
2018,22243,1,Manual, Focus,Petrol,13500
2018,13374,2,Manual, Focus,Petrol,20000
2018,12787,2,Manual, Focus,Petrol,20000
2019,13500,1.5,Manual, Focus,Diesel,16500
2017,9122,1,Manual, Focus,Petrol,11499
2019,13965,1,Automatic, Focus,Petrol,17950
2013,58778,1.6,Manual, Focus,Diesel,5989
2016,17666,1.5,Manual, Focus,Diesel,11595
2017,17991,2,Manual, Focus,Diesel,17700
2017,26411,1.5,Manual, Focus,Diesel,11610
2016,29201,1.5,Manual, Focus,Petrol,10895
2017,28543,1.5,Manual, Focus,Petrol,11695
2016,12369,1.5,Automatic, Focus,Petrol,12689
2017,18134,1,Semi-Auto, Focus,Petrol,12289
2018,9775,2,Manual, Focus,Petrol,20000
2020,10,1.5,Automatic, Focus,Petrol,25500
2016,20288,1,Manual, Focus,Petrol,9250
2018,12951,1,Manual, Focus,Petrol,13495
2019,16700,1.5,Automatic, Focus,Petrol,23000
2019,2500,2.3,Manual, Focus,Petrol,28000
2019,4491,1,Manual, Focus,Petrol,19000
2017,26329,1.5,Manual, Focus,Diesel,11900
2019,6681,1,Manual, Focus,Petrol,15800
2017,13081,2,Manual, Focus,Petrol,17900
2019,13777,1,Automatic, Focus,Petrol,16500
2016,22822,2,Manual, Focus,Diesel,14650
2019,1630,1,Manual, Focus,Petrol,17995
2014,74754,1.6,Manual, Focus,Diesel,5710
2017,13090,1.5,Manual, Focus,Petrol,13210
2016,16825,2,Manual, Focus,Petrol,16920
2017,57517,1.5,Manual, Focus,Diesel,8500
2018,43782,1,Manual, Focus,Petrol,12180
2017,28774,1,Semi-Auto, Focus,Petrol,10970
2019,17,1,Automatic, Focus,Petrol,22000
2017,21316,1,Manual, Focus,Petrol,12000
2018,29685,1.5,Semi-Auto, Focus,Diesel,13000
2017,30888,1.5,Automatic, Focus,Petrol,12390
2019,4000,1,Manual, Focus,Petrol,17500
2018,13983,2,Manual, Focus,Petrol,19499
2018,19688,2,Manual, Focus,Petrol,17299
2017,27307,1,Manual, Focus,Petrol,10690
2018,15637,1,Semi-Auto, Focus,Petrol,12690
2016,6679,1,Manual, Focus,Petrol,10000
2018,16145,1,Manual, Focus,Petrol,12500
2017,26864,1.5,Manual, Focus,Diesel,11000
2017,22000,1.5,Manual, Focus,Diesel,10000
2017,44897,1.5,Manual, Focus,Diesel,9129
2018,5729,1.5,Manual, Focus,Diesel,14299
2019,3260,1,Manual, Focus,Petrol,16499
2019,5663,1,Manual, Focus,Petrol,16499
2019,9885,1.5,Manual, Focus,Diesel,14449
2019,5626,1.5,Manual, Focus,Diesel,14699
2019,2667,1,Manual, Focus,Petrol,18299
2017,53112,1.5,Manual, Focus,Diesel,9999
2018,21680,1.5,Manual, Focus,Diesel,12299
2012,68300,1.6,Manual, Focus,Diesel,5500
2009,50000,1.6,Manual, Focus,Petrol,1950
2008,110000,1.8,Manual, Focus,Petrol,1450
2018,31643,1.5,Manual, Focus,Diesel,12395
2019,20496,1.5,Automatic, Focus,Diesel,18000
2011,98900,1.6,Manual, Focus,Diesel,6400
2008,84500,1.6,Automatic, Focus,Petrol,2595
2012,43200,1.6,Manual, Focus,Petrol,6500
2017,36200,1.5,Automatic, Focus,Diesel,11500
2018,15900,1,Manual, Focus,Petrol,11995
2013,53200,1.6,Automatic, Focus,Petrol,6995
2011,87600,1.6,Automatic, Focus,Petrol,4500
2019,7500,1,Manual, Focus,Petrol,15980
2019,2705,1.5,Manual, Focus,Diesel,16980
2015,14939,1.6,Manual, Focus,Petrol,6980
2019,9,1,Manual, Focus,Petrol,16479
2020,2,1.5,Automatic, Focus,Diesel,19480
2013,67178,1,Manual, Focus,Petrol,6995
2016,38120,1,Automatic, Focus,Petrol,8999
2019,11979,1,Manual, Focus,Petrol,16000
2018,900,1,Manual, Focus,Petrol,15995
2019,6501,1.5,Automatic, Focus,Petrol,21450
2019,6957,2,Automatic, Focus,Diesel,18000
2020,2477,1.5,Automatic, Focus,Petrol,27500
2019,11115,1,Automatic, Focus,Petrol,18200
2017,17000,2,Manual, Focus,Petrol,18200
2016,12514,1.5,Automatic, Focus,Petrol,11800
2006,89000,1.6,Manual, Focus,Diesel,2195
2010,28000,1.6,Manual, Focus,Diesel,6495
2018,17250,1,Manual, Focus,Petrol,13500
2017,30000,1.5,Manual, Focus,Diesel,10000
2019,13000,1.5,Manual, Focus,Diesel,15900
2009,52000,1.6,Manual, Focus,Petrol,3395
2015,18489,1,Manual, Focus,Petrol,9298
2013,93000,1.6,Manual, Focus,Diesel,3995
2019,1500,1,Manual, Focus,Petrol,17000
2018,3581,1,Manual, Focus,Petrol,18000
2017,34800,1,Manual, Focus,Petrol,10500
2013,46260,1,Manual, Focus,Petrol,6500
2017,5450,1,Automatic, Focus,Petrol,14000
2014,55995,1.6,Manual, Focus,Diesel,6900
2012,57000,1.6,Manual, Focus,Diesel,5000
2018,10800,1.5,Manual, Focus,Diesel,13700
2016,17800,2,Manual, Focus,Petrol,16000
2017,12720,2,Manual, Focus,Diesel,19980
2019,6999,1,Manual, Focus,Petrol,20980
2019,14426,1,Manual, Focus,Petrol,17980
2017,30680,1.5,Manual, Focus,Diesel,11980
2016,30968,2,Manual, Focus,Diesel,14980
2017,10918,2,Manual, Focus,Petrol,19980
2013,42575,1,Manual, Focus,Petrol,5889
2017,16200,1,Manual, Focus,Petrol,10500
2019,2321,1,Manual, Focus,Petrol,17500
2019,4000,1,Manual, Focus,Petrol,18000
2018,26965,2,Manual, Focus,Petrol,17500
2017,40000,2,Manual, Focus,Petrol,14500
2018,4952,1,Semi-Auto, Focus,Petrol,13000
2016,27583,2,Manual, Focus,Diesel,9290
2018,9022,1,Manual, Focus,Petrol,12900
2016,19785,1,Manual, Focus,Petrol,10000
2017,17339,1,Manual, Focus,Petrol,11000
2017,15238,1,Automatic, Focus,Petrol,12000
2017,12456,1,Manual, Focus,Petrol,13000
2018,48961,1,Manual, Focus,Petrol,11000
2013,130000,1.6,Manual, Focus,Diesel,2995
2010,100000,1.6,Manual, Focus,Diesel,2495
2019,4855,2,Automatic, Focus,Diesel,22000
2013,57029,1,Manual, Focus,Petrol,6500
2015,42706,1,Manual, Focus,Petrol,8400
2017,40096,1.5,Manual, Focus,Diesel,9500
2014,19227,1.6,Automatic, Focus,Petrol,7990
2016,37300,1,Manual, Focus,Petrol,9400
2016,30600,1,Manual, Focus,Petrol,10700
2018,19000,2,Manual, Focus,Petrol,17400
2017,23500,1,Manual, Focus,Petrol,11000
2016,49762,2,Manual, Focus,Petrol,12500
2015,53130,1,Manual, Focus,Petrol,7500
2016,29705,1,Manual, Focus,Petrol,10250
2019,5367,1,Automatic, Focus,Petrol,16000
2020,100,1,Manual, Focus,Petrol,18500
2012,107300,1.6,Manual, Focus,Diesel,4000
2012,53785,2,Manual, Focus,Diesel,7495
2011,88151,1.6,Manual, Focus,Diesel,3695
2017,23874,2,Manual, Focus,Diesel,16995
2018,10231,1,Manual, Focus,Petrol,13795
2014,36232,2,Manual, Focus,Petrol,12850
2008,132000,1.6,Manual, Focus,Petrol,1495
2010,71000,1.6,Manual, Focus,Petrol,2995
2018,14155,2,Manual, Focus,Petrol,18990
2015,10974,1,Manual, Focus,Petrol,10490
2018,12131,2,Manual, Focus,Diesel,18990
2019,8333,1,Manual, Focus,Petrol,15995
2017,30130,1.5,Manual, Focus,Petrol,12495
2018,16410,2,Manual, Focus,Petrol,19315
2019,6890,1,Manual, Focus,Petrol,15999
2018,13445,1,Manual, Focus,Petrol,15990
2018,27400,1.5,Manual, Focus,Diesel,13490
2017,29787,1.5,Manual, Focus,Diesel,11290
2016,40900,2,Manual, Focus,Petrol,14990
2011,40041,1.6,Manual, Focus,Petrol,6990
2019,7745,1,Manual, Focus,Petrol,16495
2016,33812,1.5,Manual, Focus,Petrol,11490
2015,21687,1.5,Manual, Focus,Diesel,10261
2017,14100,1,Manual, Focus,Petrol,10750
2015,30345,1.6,Manual, Focus,Diesel,8490
2015,58291,1.6,Manual, Focus,Diesel,7295
2012,60100,1,Manual, Focus,Petrol,5048
2016,25152,1.5,Manual, Focus,Diesel,10991
2014,28100,1,Manual, Focus,Petrol,7495
2014,20730,1,Manual, Focus,Petrol,8000
2017,29984,2,Manual, Focus,Diesel,15940
2018,17478,1.5,Manual, Focus,Diesel,13799
2018,21898,1.5,Manual, Focus,Diesel,13499
2015,29534,2,Manual, Focus,Petrol,12999
2015,49659,1.6,Semi-Auto, Focus,Petrol,7299
2013,56230,1,Manual, Focus,Petrol,5499
2017,37073,1.5,Manual, Focus,Diesel,10499
2017,35293,1.5,Manual, Focus,Diesel,9999
2018,11277,1,Manual, Focus,Petrol,13499
2016,14776,1,Manual, Focus,Petrol,9990
2019,10944,1.5,Manual, Focus,Diesel,17780
2019,11176,1,Manual, Focus,Petrol,14380
2017,42500,1.5,Manual, Focus,Diesel,9990
2017,37820,1.5,Manual, Focus,Diesel,11290
2017,37351,1.5,Manual, Focus,Diesel,10690
2017,15164,2,Manual, Focus,Petrol,15997
2015,42000,1.5,Manual, Focus,Diesel,7990
2017,23500,1,Manual, Focus,Petrol,11000
2015,53130,1,Manual, Focus,Petrol,7500
2016,29705,1,Manual, Focus,Petrol,10250
2019,8016,1,Manual, Focus,Petrol,15299
2018,9022,1,Manual, Focus,Petrol,12900
2020,100,1,Manual, Focus,Petrol,18500
2016,32551,1.5,Manual, Focus,Diesel,9980
2016,13903,2,Manual, Focus,Petrol,15945
2019,5367,1,Automatic, Focus,Petrol,16000
2016,19785,1,Manual, Focus,Petrol,10000
2013,57029,1,Manual, Focus,Petrol,6500
2013,50475,1.6,Manual, Focus,Diesel,6300
2011,63000,1.6,Automatic, Focus,Petrol,3995
2018,22587,1,Automatic, Focus,Petrol,14500
2019,3000,1.5,Manual, Focus,Diesel,19500
2016,19834,2,Manual, Focus,Petrol,16000
2017,32746,1.5,Manual, Focus,Diesel,11750
2017,9137,1,Automatic, Focus,Petrol,14000
2019,13999,1,Manual, Focus,Petrol,15980
2019,5999,1,Manual, Focus,Petrol,17980
2019,15999,1.5,Manual, Focus,Diesel,15480
2019,16000,1,Manual, Focus,Petrol,14980
2013,55952,1,Manual, Focus,Petrol,6480
2007,54000,2,Automatic, Focus,Petrol,2895
2008,50000,2,Manual, Focus,Petrol,3695
2007,44000,2,Manual, Focus,Diesel,3495
2019,4855,2,Automatic, Focus,Diesel,22000
2018,9022,1,Manual, Focus,Petrol,12900
2020,100,1,Manual, Focus,Petrol,18500
2016,19785,1,Manual, Focus,Petrol,10000
2013,57029,1,Manual, Focus,Petrol,6500
2013,76000,1.6,Automatic, Focus,Petrol,4975
2017,10960,2,Manual, Focus,Petrol,18500
2015,65000,1.5,Manual, Focus,Diesel,8000
2017,41495,1.5,Manual, Focus,Diesel,11250
2018,11382,1,Manual, Focus,Petrol,13500
2017,25519,1.5,Manual, Focus,Diesel,10750
2017,17339,1,Manual, Focus,Petrol,11000
2017,15238,1,Automatic, Focus,Petrol,12000
2017,12456,1,Manual, Focus,Petrol,13000
2018,48961,1,Manual, Focus,Petrol,11000
2017,25519,1.5,Manual, Focus,Diesel,10750
2017,17339,1,Manual, Focus,Petrol,11000
2017,12456,1,Manual, Focus,Petrol,13000
2014,32887,1.6,Manual, Focus,Petrol,6995
2018,22587,1,Automatic, Focus,Petrol,14500
2019,3000,1.5,Manual, Focus,Diesel,19500
2016,8000,1,Automatic, Focus,Petrol,10690
2012,59000,1.6,Manual, Focus,Petrol,5995
2015,68000,1.6,Manual, Focus,Diesel,6977
2017,15238,1,Automatic, Focus,Petrol,12000
2018,48961,1,Manual, Focus,Petrol,11000
2017,23500,1,Manual, Focus,Petrol,11000
2015,53130,1,Manual, Focus,Petrol,7500
2016,29705,1,Manual, Focus,Petrol,10250
2019,5367,1,Automatic, Focus,Petrol,16000
2019,4855,2,Automatic, Focus,Diesel,22000
2019,20850,1,Automatic, Focus,Petrol,14450
2016,69000,1.5,Manual, Focus,Diesel,8977
2013,36000,1,Manual, Focus,Petrol,6199
2016,18000,1.5,Manual, Focus,Diesel,9999
2016,16000,1,Manual, Focus,Petrol,9999
2012,44988,1,Manual, Focus,Petrol,5999
2009,85000,1.6,Manual, Focus,Petrol,2499
2017,14554,2,Manual, Focus,Diesel,18995
2015,46342,1.5,Manual, Focus,Diesel,8500
2017,31727,1.5,Manual, Focus,Diesel,12000
2019,17476,2,Automatic, Focus,Diesel,18800
2016,19834,2,Manual, Focus,Petrol,16000
2017,9137,1,Automatic, Focus,Petrol,14000
2017,32746,1.5,Manual, Focus,Diesel,11750
2017,10960,2,Manual, Focus,Petrol,18500
2015,65000,1.5,Manual, Focus,Diesel,8000
2017,41495,1.5,Manual, Focus,Diesel,11250
2018,11382,1,Manual, Focus,Petrol,13500
2018,7461,1.5,Manual, Focus,Petrol,18490
2019,13306,1,Manual, Focus,Petrol,16995
2016,37446,1.5,Manual, Focus,Diesel,11500
2015,42741,1.5,Manual, Focus,Diesel,9700
2013,42817,1.6,Manual, Focus,Diesel,6800
2018,18332,1,Manual, Focus,Petrol,13000
2017,13000,1,Manual, Focus,Petrol,10495
2016,14127,1,Automatic, Focus,Petrol,10995
2015,17180,1.6,Automatic, Focus,Petrol,9175
2019,6000,1,Automatic, Focus,Petrol,23990
2015,40801,1,Manual, Focus,Petrol,8495
2018,16446,1,Manual, Focus,Petrol,11250
2020,200,1,Manual, Focus,Petrol,22500
2019,5620,1,Manual, Focus,Petrol,15750
2019,6894,1,Manual, Focus,Petrol,16000
2019,4500,2.3,Manual, Focus,Petrol,25700
2019,4500,1,Manual, Focus,Petrol,16000
2010,54000,2.5,Manual, Focus,Petrol,7490
2013,67000,2,Manual, Focus,Petrol,9490
2014,76000,2,Manual, Focus,Petrol,8990
2016,52000,1.5,Manual, Focus,Diesel,7990
2016,32000,1.5,Manual, Focus,Diesel,7990
2016,45000,2,Manual, Focus,Petrol,11990
2016,57000,1.5,Manual, Focus,Diesel,7990
2017,22000,1,Manual, Focus,Petrol,10990
2017,35000,1.5,Manual, Focus,Diesel,10990
2016,90000,1.5,Manual, Focus,Diesel,6490
2016,35000,1.5,Manual, Focus,Diesel,8490
2016,58000,1.5,Manual, Focus,Diesel,7490
2015,69000,1.5,Manual, Focus,Diesel,6490
2015,47000,2,Manual, Focus,Petrol,10990
2017,40000,1,Manual, Focus,Petrol,8990
2014,58000,1.6,Manual, Focus,Diesel,5990
2015,62000,1.5,Manual, Focus,Diesel,6490
2016,45000,1,Manual, Focus,Petrol,6990
2016,28000,1.5,Manual, Focus,Diesel,7990
2017,18000,2.3,Manual, Focus,Petrol,24990
2016,46000,1.5,Manual, Focus,Diesel,9500
2020,550,1.5,Manual, Focus,Petrol,22750
2018,9099,1,Semi-Auto, Focus,Petrol,13000
2017,23000,2,Manual, Focus,Diesel,15490
2015,45000,2,Manual, Focus,Diesel,11490
2015,48000,1.5,Manual, Focus,Diesel,6990
2017,34000,2,Manual, Focus,Diesel,10490
2015,69000,1.5,Manual, Focus,Diesel,6490
2015,50000,2,Manual, Focus,Diesel,10490
2017,29000,1.5,Manual, Focus,Diesel,10490
2016,22333,1.5,Manual, Focus,Diesel,9799
2013,45194,1.6,Automatic, Focus,Petrol,6799
2017,25000,1.5,Manual, Focus,Diesel,12350
2015,40000,1.6,Manual, Focus,Diesel,8500
2020,1868,1.5,Automatic, Focus,Petrol,20500
2017,33511,1,Manual, Focus,Petrol,10500
2018,3896,2,Manual, Focus,Petrol,21450
2019,10963,1,Manual, Focus,Petrol,14750
2017,14977,1,Manual, Focus,Petrol,11950
2019,10281,1.5,Manual, Focus,Petrol,19500
2019,12504,2,Manual, Focus,Diesel,23700
2019,10223,2,Manual, Focus,Diesel,26200
2014,53767,1.6,Manual, Focus,Diesel,7096
2017,26062,2,Manual, Focus,Diesel,17299
2015,9281,1.6,Automatic, Focus,Petrol,9657
2018,7918,2,Manual, Focus,Petrol,19999
2014,7000,1.6,Manual, Focus,Petrol,8990
2016,56000,1.5,Manual, Focus,Diesel,6990
2013,57029,1,Manual, Focus,Petrol,6500
2017,13338,1,Manual, Focus,Petrol,13395
2013,69000,1.6,Manual, Focus,Diesel,6190
2019,3492,2,Automatic, Focus,Diesel,18250
2017,15238,1,Automatic, Focus,Petrol,12000
2017,12456,1,Manual, Focus,Petrol,13000
2018,48961,1,Manual, Focus,Petrol,11000
2017,23500,1,Manual, Focus,Petrol,11000
2016,71364,1.5,Manual, Focus,Diesel,7842
2018,1454,2,Manual, Focus,Petrol,18890
2019,3305,2,Automatic, Focus,Diesel,17199
2019,4134,2,Automatic, Focus,Diesel,17999
2019,5491,2,Automatic, Focus,Diesel,17999
2019,1986,2,Manual, Focus,Diesel,17499
2015,40746,1.5,Manual, Focus,Diesel,8495
2016,19276,1,Manual, Focus,Petrol,9511
2016,38635,1.5,Manual, Focus,Petrol,11200
2017,22008,1,Automatic, Focus,Petrol,11800
2016,28344,0,Manual, Focus,Diesel,15500
2019,3220,2,Automatic, Focus,Diesel,16525
2018,9534,1,Automatic, Focus,Petrol,14525
2018,10999,1,Automatic, Focus,Petrol,14575
2018,5675,1.5,Automatic, Focus,Diesel,16000
2013,70199,1.6,Manual, Focus,Diesel,5939
2017,22638,1.5,Manual, Focus,Petrol,11748
2015,48542,2,Manual, Focus,Diesel,12999
2014,45918,1.6,Manual, Focus,Diesel,7999
2015,53130,1,Manual, Focus,Petrol,7500
2016,29705,1,Manual, Focus,Petrol,10250
2019,5367,1,Automatic, Focus,Petrol,16000
2019,4855,2,Automatic, Focus,Diesel,22000
2018,9022,1,Manual, Focus,Petrol,12900
2016,19785,1,Manual, Focus,Petrol,10000
2019,3000,1.5,Manual, Focus,Diesel,19500
2013,48881,1.6,Manual, Focus,Diesel,7300
2019,1625,1,Manual, Focus,Petrol,14300
2015,40457,0,Manual, Focus,Diesel,14300
2017,31357,2,Manual, Focus,Petrol,17000
2015,52571,2,Manual, Focus,Diesel,10500
2017,12890,1.5,Manual, Focus,Petrol,13500
2017,31249,1.5,Manual, Focus,Diesel,12000
2020,100,1,Manual, Focus,Petrol,18500
2018,9022,1,Manual, Focus,Petrol,12900
2015,111000,1.5,Manual, Focus,Diesel,6250
2016,43000,1.5,Manual, Focus,Diesel,9400
2017,23000,1,Manual, Focus,Petrol,10750
2017,9137,1,Automatic, Focus,Petrol,14000
2017,32746,1.5,Manual, Focus,Diesel,11750
2016,19834,2,Manual, Focus,Petrol,16000
2017,10960,2,Manual, Focus,Petrol,18500
2015,65000,1.5,Manual, Focus,Diesel,8000
2017,41495,1.5,Manual, Focus,Diesel,11250
2018,11382,1,Manual, Focus,Petrol,13500
2017,25519,1.5,Manual, Focus,Diesel,10750
2017,17339,1,Manual, Focus,Petrol,11000
2018,22587,1,Automatic, Focus,Petrol,14500
2016,19785,1,Manual, Focus,Petrol,10000
2013,57029,1,Manual, Focus,Petrol,6500
2015,55000,1.5,Manual, Focus,Diesel,7990
2012,83000,1.6,Manual, Focus,Diesel,5999
2012,73626,1.6,Manual, Focus,Diesel,4795
2016,82955,1.5,Manual, Focus,Diesel,7500
2012,73913,1.6,Manual, Focus,Diesel,6000
2015,29188,1.6,Manual, Focus,Diesel,9800
2017,25519,1.5,Manual, Focus,Diesel,10750
2012,66100,1.6,Manual, Focus,Diesel,6500
2018,22587,1,Automatic, Focus,Petrol,14500
2017,23077,1,Manual, Focus,Petrol,10499
2017,17339,1,Manual, Focus,Petrol,11000
2017,15238,1,Automatic, Focus,Petrol,12000
2017,12456,1,Manual, Focus,Petrol,13000
2018,48961,1,Manual, Focus,Petrol,11000
2017,23500,1,Manual, Focus,Petrol,11000
2015,53130,1,Manual, Focus,Petrol,7500
2016,29705,1,Manual, Focus,Petrol,10250
2019,5367,1,Automatic, Focus,Petrol,16000
2019,4855,2,Automatic, Focus,Diesel,22000
2019,3000,1.5,Manual, Focus,Diesel,19500
2017,9137,1,Automatic, Focus,Petrol,14000
2017,32746,1.5,Manual, Focus,Diesel,11750
2016,19834,2,Manual, Focus,Petrol,16000
2017,10960,2,Manual, Focus,Petrol,18500
2015,65000,1.5,Manual, Focus,Diesel,8000
2017,41495,1.5,Manual, Focus,Diesel,11250
2015,28024,1.5,Manual, Focus,Diesel,9799
2014,30093,1.6,Automatic, Focus,Petrol,7673
2017,10253,2,Manual, Focus,Diesel,15400
2017,26549,1.5,Manual, Focus,Diesel,11489
2017,14584,2,Manual, Focus,Diesel,17451
2016,32041,1.5,Manual, Focus,Diesel,9399
2018,11144,1.5,Manual, Focus,Diesel,14650
2016,27343,1.5,Manual, Focus,Diesel,9999
2017,18153,1.5,Manual, Focus,Petrol,11999
2019,5184,2,Manual, Focus,Diesel,18200
2019,1388,1.5,Manual, Focus,Petrol,16125
2018,11382,1,Manual, Focus,Petrol,13500
2018,14678,1,Manual, Focus,Petrol,10798
2015,34808,1.6,Automatic, Focus,Petrol,8382
2018,18670,1,Manual, Focus,Petrol,12995
2016,20587,1,Manual, Focus,Petrol,8490
2016,35842,2,Manual, Focus,Diesel,13890
2016,31452,2,Manual, Focus,Diesel,14690
2011,48370,1.6,Automatic, Focus,Petrol,5999
2013,47738,1.6,Manual, Focus,Diesel,6545
2014,20798,1,Manual, Focus,Petrol,7499
2017,21399,1,Manual, Focus,Petrol,12128
2017,18866,1,Manual, Focus,Petrol,12270
2015,30408,1.6,Manual, Focus,Diesel,9495
2015,38286,2,Automatic, Focus,Diesel,10299
2017,19337,1,Manual, Focus,Petrol,11295
2019,4945,1.5,Manual, Focus,Petrol,18499
2013,56984,1.6,Manual, Focus,Diesel,7182
2018,7498,1,Manual, Focus,Petrol,14299
2017,21502,1.5,Manual, Focus,Diesel,11695
2017,23765,1.5,Manual, Focus,Diesel,11649
2017,22936,1,Manual, Focus,Petrol,10752
2018,22587,1,Automatic, Focus,Petrol,14500
2019,3000,1.5,Manual, Focus,Diesel,19500
2016,19834,2,Manual, Focus,Petrol,16000
2017,17315,1.5,Manual, Focus,Diesel,11799
2017,39198,1.5,Automatic, Focus,Diesel,9999
2019,3824,2,Automatic, Focus,Diesel,17999
2019,3376,2,Automatic, Focus,Diesel,18125
2017,32746,1.5,Manual, Focus,Diesel,11750
2017,9137,1,Automatic, Focus,Petrol,14000
2017,10960,2,Manual, Focus,Petrol,18500
2015,65000,1.5,Manual, Focus,Diesel,8000
2017,41495,1.5,Manual, Focus,Diesel,11250
2018,11382,1,Manual, Focus,Petrol,13500
2017,25519,1.5,Manual, Focus,Diesel,10750
2019,1291,2,Manual, Focus,Diesel,17999
2019,4233,1.5,Automatic, Focus,Diesel,17850
2017,28099,1.5,Manual, Focus,Diesel,10099
2015,33786,1.5,Manual, Focus,Diesel,8225
2017,11010,2,Manual, Focus,Petrol,18899
2017,36013,1.5,Manual, Focus,Diesel,10671
2017,26973,1,Manual, Focus,Petrol,11999
2018,7873,1.5,Manual, Focus,Diesel,15999
2016,65920,1.5,Manual, Focus,Diesel,8999
2018,17330,1.5,Manual, Focus,Diesel,12499
2015,60482,1.5,Manual, Focus,Diesel,7899
2017,20310,1.5,Manual, Focus,Diesel,11999
2016,19664,2,Manual, Focus,Petrol,15749
2016,49470,1.5,Manual, Focus,Diesel,8899
2015,30555,2,Manual, Focus,Diesel,13499
2018,13883,1,Manual, Focus,Petrol,14199
2015,39772,2,Manual, Focus,Diesel,12787
